device,status,shot_id,mode,R_m,a_m,Bt_T,Ip_MA,ne_19,Te_keV,tauE_s,Pheat_MW,Pfus_MW,Q,aspect_ratio,volume_m3
VIRTUAL_0438,虚拟,VIRTUAL_0438_design,design,7.369,1.469,9.38,12.27,9.23,4.21,10.0,9.62,0.0,0.0,5.016,313.94
VIRTUAL_0439,虚拟,VIRTUAL_0439_design,design,8.366,2.823,9.17,2.32,10.65,21.92,1.2121,78.03,48.59,0.623,2.963,1316.43
VIRTUAL_0440,虚拟,VIRTUAL_0440_design,design,0.3,0.136,5.12,5.64,1.31,16.3,0.0084,85.14,0.0,0.0,2.213,0.11
VIRTUAL_0441,虚拟,VIRTUAL_0441_design,design,9.589,2.114,7.3,1.92,14.17,11.52,2.0274,60.79,24.43,0.402,4.537,845.61
VIRTUAL_0442,虚拟,VIRTUAL_0442_design,design,2.631,0.363,4.55,2.17,5.25,29.62,0.3802,44.52,0.21,0.005,7.247,6.84
VIRTUAL_0443,虚拟,VIRTUAL_0443_design,design,8.774,2.991,8.24,17.88,8.85,9.31,10.0,40.39,15.86,0.393,2.934,1548.99
VIRTUAL_0444,虚拟,VIRTUAL_0444_design,design,6.917,1.419,2.04,13.93,4.08,17.44,3.8402,69.4,0.0,0.0,4.873,275.08
VIRTUAL_0445,虚拟,VIRTUAL_0445_design,design,7.096,2.435,12.25,11.02,18.53,18.65,10.0,18.83,53.41,2.837,2.914,830.73
VIRTUAL_0446,虚拟,VIRTUAL_0446_design,design,3.06,0.848,8.72,18.71,5.71,3.94,1.5541,96.36,0.0,0.0,3.607,43.47
VIRTUAL_0447,虚拟,VIRTUAL_0447_design,design,1.348,0.393,8.28,11.93,3.06,1.9,1.1121,10.73,0.0,0.0,3.432,4.11
VIRTUAL_0448,虚拟,VIRTUAL_0448_design,design,5.98,1.9,3.43,14.05,20.68,1.44,6.477,49.91,0.0,0.0,3.147,426.2
VIRTUAL_0449,虚拟,VIRTUAL_0449_design,design,6.986,1.279,4.45,13.52,22.55,24.34,10.0,58.4,108.43,1.857,5.461,225.69
VIRTUAL_0450,虚拟,VIRTUAL_0450_design,design,3.839,1.368,6.63,4.22,17.84,16.78,1.3923,35.99,23.74,0.66,2.806,141.82
VIRTUAL_0451,虚拟,VIRTUAL_0451_design,design,0.503,0.148,0.98,16.88,17.85,10.07,0.163,67.63,0.01,0.0,3.403,0.22
VIRTUAL_0452,虚拟,VIRTUAL_0452_design,design,7.636,1.779,5.89,20.57,7.02,3.79,9.6854,58.54,0.0,0.0,4.291,477.18
VIRTUAL_0453,虚拟,VIRTUAL_0453_design,design,9.702,1.737,1.06,7.5,13.14,5.03,5.6729,65.88,5.03,0.076,5.585,577.95
VIRTUAL_0454,虚拟,VIRTUAL_0454_design,design,4.682,1.133,5.73,2.58,22.2,12.56,1.4744,38.85,13.73,0.353,4.134,118.53
VIRTUAL_0455,虚拟,VIRTUAL_0455_design,design,4.588,1.648,1.05,17.91,23.57,19.53,2.9533,95.47,37.93,0.397,2.783,246.05
VIRTUAL_0456,虚拟,VIRTUAL_0456_design,design,4.931,1.68,8.23,8.86,9.11,3.98,2.9789,39.3,0.0,0.0,2.935,274.74
VIRTUAL_0457,虚拟,VIRTUAL_0457_design,design,1.878,0.739,3.08,1.34,14.26,17.94,0.0737,87.22,1.81,0.021,2.54,20.26
VIRTUAL_0458,虚拟,VIRTUAL_0458_design,design,3.651,1.538,7.66,1.79,14.58,27.26,0.4664,39.75,25.43,0.64,2.374,170.46
VIRTUAL_0459,虚拟,VIRTUAL_0459_design,design,1.692,0.272,6.17,13.13,2.93,28.2,0.5753,75.56,0.0,0.0,6.227,2.46
VIRTUAL_0460,虚拟,VIRTUAL_0460_design,design,5.99,2.584,1.31,10.52,16.12,24.89,2.3768,78.39,116.44,1.485,2.318,789.54
VIRTUAL_0461,虚拟,VIRTUAL_0461_design,design,9.427,1.198,12.28,21.36,5.25,21.72,10.0,4.22,3.85,0.913,7.865,267.26
VIRTUAL_0462,虚拟,VIRTUAL_0462_design,design,5.308,1.764,13.12,14.81,12.55,24.33,3.5875,95.06,16.2,0.17,3.01,325.88
VIRTUAL_0463,虚拟,VIRTUAL_0463_design,design,9.83,1.157,11.44,6.2,4.17,13.31,5.6013,64.47,0.0,0.0,8.498,259.66
VIRTUAL_0464,虚拟,VIRTUAL_0464_design,design,3.995,0.487,8.47,19.86,10.2,6.65,8.2694,44.37,0.05,0.001,8.208,18.68
VIRTUAL_0465,虚拟,VIRTUAL_0465_design,design,8.259,2.622,8.31,7.8,20.19,16.73,4.6908,82.63,185.2,2.241,3.149,1121.13
VIRTUAL_0466,虚拟,VIRTUAL_0466_design,design,7.909,2.113,5.92,21.08,13.99,18.23,10.0,22.2,65.21,2.937,3.743,697.12
VIRTUAL_0467,虚拟,VIRTUAL_0467_design,design,5.845,1.017,1.02,13.32,19.33,15.8,10.0,22.83,16.67,0.73,5.749,119.23
VIRTUAL_0468,虚拟,VIRTUAL_0468_design,design,1.077,0.298,2.45,4.1,5.86,11.72,0.5484,5.3,0.01,0.002,3.614,1.89
VIRTUAL_0469,虚拟,VIRTUAL_0469_design,design,5.264,1.544,5.48,18.47,4.49,15.27,10.0,6.39,0.0,0.0,3.409,247.65
VIRTUAL_0470,虚拟,VIRTUAL_0470_design,design,0.99,0.327,8.01,19.32,14.39,28.8,3.3242,5.06,0.23,0.046,3.031,2.09
VIRTUAL_0471,虚拟,VIRTUAL_0471_design,design,0.727,0.149,7.67,14.22,2.09,28.39,0.1391,84.25,0.0,0.0,4.887,0.32
VIRTUAL_0472,虚拟,VIRTUAL_0472_design,design,3.177,0.416,2.54,2.84,3.96,15.65,0.8005,24.74,0.0,0.0,7.641,10.84
VIRTUAL_0473,虚拟,VIRTUAL_0473_design,design,3.774,1.871,9.64,20.88,4.42,11.59,2.198,55.56,0.0,0.0,2.017,260.82
VIRTUAL_0474,虚拟,VIRTUAL_0474_design,design,1.045,0.106,9.45,14.14,10.86,14.79,1.1302,41.66,0.0,0.0,9.835,0.23
VIRTUAL_0475,虚拟,VIRTUAL_0475_design,design,3.553,0.607,1.56,21.05,15.38,21.91,7.0631,31.67,3.2,0.101,5.854,25.84
VIRTUAL_0476,虚拟,VIRTUAL_0476_design,design,2.598,0.361,2.67,17.56,17.26,16.5,3.7366,47.61,1.02,0.021,7.205,6.67
VIRTUAL_0477,虚拟,VIRTUAL_0477_design,design,1.006,0.213,5.03,17.22,24.82,7.37,0.6433,87.46,0.05,0.001,4.712,0.9
VIRTUAL_0478,虚拟,VIRTUAL_0478_design,design,2.479,0.644,5.85,21.52,5.34,24.01,2.6046,33.55,0.53,0.016,3.85,20.29
VIRTUAL_0479,虚拟,VIRTUAL_0479_design,design,4.374,1.449,11.69,17.7,21.79,1.98,4.971,69.27,0.0,0.0,3.018,181.37
VIRTUAL_0480,虚拟,VIRTUAL_0480_design,design,1.658,0.442,7.77,8.89,13.47,29.9,1.8244,13.69,1.57,0.114,3.755,6.38
VIRTUAL_0481,虚拟,VIRTUAL_0481_design,design,4.141,0.634,2.39,20.89,22.11,27.23,5.2026,99.15,9.69,0.098,6.527,32.9
VIRTUAL_0482,虚拟,VIRTUAL_0482_design,design,3.748,1.378,6.88,9.23,9.59,17.89,1.5429,57.64,3.07,0.053,2.72,140.48
VIRTUAL_0483,虚拟,VIRTUAL_0483_design,design,4.876,1.567,8.07,4.66,18.81,0.95,2.3979,35.61,0.0,0.0,3.111,236.35
VIRTUAL_0484,虚拟,VIRTUAL_0484_design,design,7.868,2.035,3.8,15.3,14.62,23.93,7.8029,73.56,111.33,1.514,3.867,643.05
VIRTUAL_0485,虚拟,VIRTUAL_0485_design,design,5.035,0.772,3.81,9.25,15.38,15.51,6.9125,28.96,1.72,0.059,6.524,59.2
VIRTUAL_0486,虚拟,VIRTUAL_0486_design,design,5.114,1.096,10.34,0.58,15.04,28.26,0.7132,17.61,26.41,1.5,4.667,121.15
VIRTUAL_0487,虚拟,VIRTUAL_0487_design,design,1.187,0.416,7.8,8.99,13.51,26.92,0.768,19.79,0.29,0.014,2.855,4.05
VIRTUAL_0488,虚拟,VIRTUAL_0488_design,design,8.658,2.097,12.49,13.15,20.44,13.0,10.0,75.04,99.36,1.324,4.128,751.89
VIRTUAL_0489,虚拟,VIRTUAL_0489_design,design,5.85,1.008,3.91,4.41,6.92,9.33,1.8435,55.6,0.68,0.012,5.803,117.31
VIRTUAL_0490,虚拟,VIRTUAL_0490_design,design,4.437,1.536,1.33,1.98,5.12,15.64,0.574,21.56,1.23,0.057,2.889,206.63
VIRTUAL_0491,虚拟,VIRTUAL_0491_design,design,4.183,1.777,0.39,14.3,17.05,24.0,1.4678,93.29,23.15,0.248,2.354,260.65
VIRTUAL_0492,虚拟,VIRTUAL_0492_design,design,1.792,0.814,6.53,12.44,16.91,20.44,0.5803,93.19,5.59,0.06,2.2,23.45
VIRTUAL_0493,虚拟,VIRTUAL_0493_design,design,7.286,1.381,12.34,1.13,6.55,26.94,1.3172,25.77,7.09,0.275,5.276,274.25
VIRTUAL_0494,虚拟,VIRTUAL_0494_design,design,1.64,0.727,7.1,14.86,6.74,22.79,0.4904,76.05,0.39,0.005,2.254,17.13
VIRTUAL_0495,虚拟,VIRTUAL_0495_design,design,4.284,0.788,13.68,14.22,23.43,9.24,5.3749,78.23,4.05,0.052,5.438,52.46
VIRTUAL_0496,虚拟,VIRTUAL_0496_design,design,7.009,2.921,5.63,2.92,17.12,21.93,1.4459,57.59,134.88,2.342,2.4,1180.46
VIRTUAL_0497,虚拟,VIRTUAL_0497_design,design,5.193,1.168,6.1,14.21,18.89,7.12,7.9588,40.65,2.28,0.056,4.447,139.81
VIRTUAL_0498,虚拟,VIRTUAL_0498_design,design,2.227,0.92,12.75,8.18,19.03,26.93,0.696,84.64,7.57,0.089,2.419,37.24
VIRTUAL_0499,虚拟,VIRTUAL_0499_design,design,9.576,1.727,4.88,1.42,12.67,3.45,2.855,25.0,0.0,0.0,5.545,563.72
VIRTUAL_0500,虚拟,VIRTUAL_0500_design,design,3.374,1.429,12.28,6.69,21.61,25.75,1.1397,76.51,30.32,0.396,2.361,136.04
VIRTUAL_0501,虚拟,VIRTUAL_0501_design,design,6.996,2.874,9.62,7.33,13.01,19.44,3.5977,51.15,49.64,0.97,2.435,1140.3
VIRTUAL_0502,虚拟,VIRTUAL_0502_design,design,3.327,1.401,12.09,3.06,23.86,10.0,0.6222,66.3,11.93,0.18,2.376,128.82
VIRTUAL_0503,虚拟,VIRTUAL_0503_design,design,8.176,2.882,4.52,18.89,4.16,21.21,5.0957,74.25,0.0,0.0,2.837,1340.09
VIRTUAL_0504,虚拟,VIRTUAL_0504_design,design,6.874,1.271,12.25,3.76,2.29,21.58,1.5992,47.65,0.0,0.0,5.409,219.16
VIRTUAL_0505,虚拟,VIRTUAL_0505_design,design,8.536,1.677,2.52,18.41,14.17,5.84,10.0,72.09,4.11,0.057,5.092,473.61
VIRTUAL_0506,虚拟,VIRTUAL_0506_design,design,6.162,1.715,11.64,18.26,18.03,3.34,7.3818,83.92,0.0,0.0,3.593,357.69
VIRTUAL_0507,虚拟,VIRTUAL_0507_design,design,6.809,2.297,5.21,19.35,18.41,3.56,10.0,40.9,0.0,0.0,2.964,709.35
VIRTUAL_0508,虚拟,VIRTUAL_0508_design,design,8.898,0.989,13.47,14.96,16.15,8.26,10.0,25.03,5.86,0.234,8.993,171.93
VIRTUAL_0509,虚拟,VIRTUAL_0509_design,design,3.193,1.31,5.63,3.11,1.26,16.42,0.1235,97.58,0.0,0.0,2.438,108.15
VIRTUAL_0510,虚拟,VIRTUAL_0510_design,design,3.881,0.943,4.95,11.48,11.58,26.42,2.8347,50.65,8.03,0.159,4.117,68.05
VIRTUAL_0511,虚拟,VIRTUAL_0511_design,design,1.642,0.81,3.65,1.66,16.92,17.94,0.1204,41.63,2.22,0.053,2.028,21.26
VIRTUAL_0512,虚拟,VIRTUAL_0512_design,design,7.915,1.224,11.52,14.29,11.06,13.85,10.0,25.81,8.93,0.346,6.468,233.97
VIRTUAL_0513,虚拟,VIRTUAL_0513_design,design,5.275,1.204,8.43,21.91,11.45,27.64,10.0,34.63,8.8,0.254,4.379,151.06
VIRTUAL_0514,虚拟,VIRTUAL_0514_design,design,2.281,0.61,3.23,0.05,22.96,25.35,0.0085,74.28,4.27,0.057,3.739,16.76
VIRTUAL_0515,虚拟,VIRTUAL_0515_design,design,1.468,0.186,10.19,20.44,11.33,3.75,2.0002,51.34,0.0,0.0,7.871,1.01
VIRTUAL_0516,虚拟,VIRTUAL_0516_design,design,3.684,0.921,8.77,15.83,3.65,1.26,1.4912,99.43,0.0,0.0,4.001,61.63
VIRTUAL_0517,虚拟,VIRTUAL_0517_design,design,2.557,0.311,2.82,0.91,10.4,24.11,0.2576,34.26,0.36,0.01,8.228,4.88
VIRTUAL_0518,虚拟,VIRTUAL_0518_design,design,6.853,1.863,12.09,19.06,1.24,23.39,4.5721,46.18,0.0,0.0,3.678,469.64
VIRTUAL_0519,虚拟,VIRTUAL_0519_design,design,9.892,1.961,13.82,16.61,6.97,16.24,9.8389,99.22,17.17,0.173,5.045,750.76
VIRTUAL_0520,虚拟,VIRTUAL_0520_design,design,1.244,0.476,4.97,0.2,10.68,7.2,0.0073,81.92,0.03,0.0,2.614,5.57
VIRTUAL_0521,虚拟,VIRTUAL_0521_design,design,8.327,0.834,4.45,5.34,6.61,2.23,10.0,18.88,0.0,0.0,9.984,114.33
VIRTUAL_0522,虚拟,VIRTUAL_0522_design,design,5.689,1.232,5.96,8.32,22.02,27.18,5.2082,49.4,60.75,1.23,4.618,170.41
VIRTUAL_0523,虚拟,VIRTUAL_0523_design,design,1.336,0.643,1.03,6.58,8.15,9.75,0.3818,16.6,0.12,0.007,2.077,10.91
VIRTUAL_0524,虚拟,VIRTUAL_0524_design,design,1.488,0.527,1.91,1.6,22.83,5.87,0.0788,82.16,0.19,0.002,2.825,8.15
VIRTUAL_0525,虚拟,VIRTUAL_0525_design,design,1.055,0.509,3.61,18.92,5.05,25.65,3.7841,1.52,0.11,0.075,2.074,5.39
VIRTUAL_0526,虚拟,VIRTUAL_0526_design,design,7.764,2.855,12.75,18.04,22.32,6.14,10.0,28.56,21.87,0.766,2.719,1249.13
VIRTUAL_0527,虚拟,VIRTUAL_0527_design,design,3.957,1.018,7.71,3.56,17.59,5.19,1.6822,31.17,0.85,0.027,3.886,81.01
VIRTUAL_0528,虚拟,VIRTUAL_0528_design,design,8.025,2.427,9.11,3.47,14.13,2.81,3.2744,37.86,0.0,0.0,3.306,933.51
VIRTUAL_0529,虚拟,VIRTUAL_0529_design,design,4.311,0.5,3.98,21.03,23.89,10.7,10.0,4.5,1.07,0.237,8.626,21.25
VIRTUAL_0530,虚拟,VIRTUAL_0530_design,design,4.105,1.967,2.15,16.81,3.61,29.44,1.956,38.29,0.0,0.0,2.087,313.32
VIRTUAL_0531,虚拟,VIRTUAL_0531_design,design,7.82,1.542,8.86,4.26,4.5,28.15,1.6594,91.78,0.0,0.0,5.072,366.95
VIRTUAL_0532,虚拟,VIRTUAL_0532_design,design,8.908,2.21,11.35,1.57,9.03,9.55,1.2184,63.64,6.61,0.104,4.031,858.83
VIRTUAL_0533,虚拟,VIRTUAL_0533_design,design,1.741,0.589,11.44,8.44,4.17,6.06,0.7221,23.9,0.0,0.0,2.953,11.93
VIRTUAL_0534,虚拟,VIRTUAL_0534_design,design,3.209,1.146,8.49,15.33,9.7,24.76,4.2794,20.57,5.77,0.281,2.8,83.19
VIRTUAL_0535,虚拟,VIRTUAL_0535_design,design,8.069,1.202,1.72,19.45,9.23,20.58,10.0,2.73,12.75,4.669,6.713,230.13
VIRTUAL_0536,虚拟,VIRTUAL_0536_design,design,3.366,0.412,8.62,5.34,10.28,2.6,4.0939,14.89,0.0,0.0,8.177,11.26
VIRTUAL_0537,虚拟,VIRTUAL_0537_design,design,3.19,0.434,12.77,0.18,12.61,3.87,0.108,30.91,0.0,0.0,7.358,11.84
VIRTUAL_0538,虚拟,VIRTUAL_0538_design,design,9.283,1.263,13.53,4.57,18.8,16.49,5.4639,88.47,37.4,0.423,7.348,292.41
VIRTUAL_0539,虚拟,VIRTUAL_0539_design,design,5.485,0.977,2.49,20.17,8.87,11.29,5.667,76.03,1.04,0.014,5.612,103.43
VIRTUAL_0540,虚拟,VIRTUAL_0540_design,design,9.535,2.464,8.44,19.39,2.19,7.86,9.0085,46.61,0.0,0.0,3.87,1142.39
VIRTUAL_0541,虚拟,VIRTUAL_0541_design,design,2.502,0.995,12.89,9.35,9.21,28.85,1.0977,44.6,4.26,0.095,2.515,48.85
VIRTUAL_0542,虚拟,VIRTUAL_0542_design,design,3.711,1.721,8.05,16.78,20.48,10.39,3.9362,43.48,17.42,0.401,2.156,217.02
VIRTUAL_0543,虚拟,VIRTUAL_0543_design,design,3.824,1.597,13.19,13.73,18.8,24.19,2.3778,84.53,43.48,0.514,2.395,192.4
VIRTUAL_0544,虚拟,VIRTUAL_0544_design,design,0.797,0.22,9.5,9.94,18.98,10.84,0.2946,63.55,0.03,0.0,3.624,0.76
VIRTUAL_0545,虚拟,VIRTUAL_0545_design,design,7.569,1.981,3.02,6.46,18.97,14.58,8.1953,21.76,87.48,4.02,3.821,586.28
VIRTUAL_0546,虚拟,VIRTUAL_0546_design,design,7.237,2.902,6.09,10.48,22.55,15.85,4.9846,70.79,134.96,1.907,2.493,1203.35
VIRTUAL_0547,虚拟,VIRTUAL_0547_design,design,4.633,0.692,3.04,0.07,1.94,29.32,0.0313,24.39,0.0,0.0,6.694,43.81
VIRTUAL_0548,虚拟,VIRTUAL_0548_design,design,6.734,2.626,7.8,3.41,18.47,18.09,1.5089,73.18,169.32,2.314,2.565,916.4
VIRTUAL_0549,虚拟,VIRTUAL_0549_design,design,9.761,2.137,4.91,14.28,2.64,26.94,10.0,12.11,0.0,0.0,4.568,879.91
VIRTUAL_0550,虚拟,VIRTUAL_0550_design,design,3.48,1.484,8.44,8.69,12.36,25.67,1.9839,34.13,27.47,0.805,2.346,151.19
VIRTUAL_0551,虚拟,VIRTUAL_0551_design,design,1.155,0.474,11.9,4.04,11.33,5.13,0.1319,70.72,0.02,0.0,2.435,5.13
VIRTUAL_0552,虚拟,VIRTUAL_0552_design,design,6.463,1.109,3.12,0.96,8.73,16.88,0.4055,85.82,5.11,0.06,5.829,156.82
VIRTUAL_0553,虚拟,VIRTUAL_0553_design,design,4.523,2.177,10.13,20.47,13.66,7.92,10.0,5.47,7.86,1.437,2.078,423.1
VIRTUAL_0554,虚拟,VIRTUAL_0554_design,design,1.477,0.326,7.55,12.44,15.41,5.15,1.2282,38.1,0.03,0.001,4.523,3.11
VIRTUAL_0555,虚拟,VIRTUAL_0555_design,design,9.707,2.447,12.93,16.78,15.2,5.92,10.0,66.74,13.35,0.2,3.967,1147.61
VIRTUAL_0556,虚拟,VIRTUAL_0556_design,design,6.144,1.783,7.5,7.39,13.46,6.09,2.644,80.56,2.02,0.025,3.446,385.48
VIRTUAL_0557,虚拟,VIRTUAL_0557_design,design,1.124,0.309,9.28,9.66,7.64,16.83,0.4824,34.83,0.07,0.002,3.643,2.11
VIRTUAL_0558,虚拟,VIRTUAL_0558_design,design,9.25,1.967,4.72,16.23,1.88,14.35,8.8151,33.77,0.0,0.0,4.701,706.71
VIRTUAL_0559,虚拟,VIRTUAL_0559_design,design,9.229,0.948,7.83,16.31,12.64,2.75,10.0,97.25,0.0,0.0,9.737,163.67
VIRTUAL_0560,虚拟,VIRTUAL_0560_design,design,5.325,1.841,3.47,10.66,11.3,2.43,9.1335,10.79,0.0,0.0,2.893,356.08
VIRTUAL_0561,虚拟,VIRTUAL_0561_design,design,8.423,1.36,2.89,11.13,19.45,2.05,10.0,57.77,0.0,0.0,6.195,307.45
VIRTUAL_0562,虚拟,VIRTUAL_0562_design,design,1.456,0.167,0.93,18.36,3.83,1.55,0.948,43.9,0.0,0.0,8.727,0.8
VIRTUAL_0563,虚拟,VIRTUAL_0563_design,design,8.487,1.413,6.02,0.93,11.78,17.41,0.9615,57.18,14.05,0.246,6.005,334.56
VIRTUAL_0564,虚拟,VIRTUAL_0564_design,design,3.361,0.479,5.26,2.23,19.4,28.99,0.5494,97.01,8.67,0.089,7.01,15.25
VIRTUAL_0565,虚拟,VIRTUAL_0565_design,design,6.128,2.286,4.14,13.9,11.94,14.56,3.7179,75.83,17.63,0.232,2.681,632.03
VIRTUAL_0566,虚拟,VIRTUAL_0566_design,design,3.385,1.59,0.98,10.71,22.91,18.39,1.4738,54.73,26.23,0.479,2.128,169.02
VIRTUAL_0567,虚拟,VIRTUAL_0567_design,design,3.63,1.6,7.92,11.35,3.39,0.68,0.7528,96.38,0.0,0.0,2.269,183.44
VIRTUAL_0568,虚拟,VIRTUAL_0568_design,design,3.957,1.35,1.3,15.04,23.38,17.35,8.6801,12.79,32.19,2.517,2.93,142.42
VIRTUAL_0569,虚拟,VIRTUAL_0569_design,design,7.734,1.678,12.34,14.29,22.58,18.78,10.0,13.3,74.59,5.608,4.608,429.98
VIRTUAL_0570,虚拟,VIRTUAL_0570_design,design,2.257,1.046,10.69,14.9,8.22,5.68,0.8649,75.69,0.13,0.002,2.157,48.79
VIRTUAL_0571,虚拟,VIRTUAL_0571_design,design,2.49,0.863,0.76,7.21,12.25,4.61,0.3943,98.47,0.0,0.0,2.885,36.63
VIRTUAL_0572,虚拟,VIRTUAL_0572_design,design,2.328,0.354,3.01,16.93,11.21,17.05,10.0,2.3,0.12,0.051,6.573,5.77
VIRTUAL_0573,虚拟,VIRTUAL_0573_design,design,4.625,1.973,12.42,1.95,13.92,27.41,0.7464,38.92,90.28,2.32,2.344,355.38
VIRTUAL_0574,虚拟,VIRTUAL_0574_design,design,1.597,0.757,10.57,20.71,17.24,11.03,0.8357,93.83,0.6,0.006,2.109,18.07
VIRTUAL_0575,虚拟,VIRTUAL_0575_design,design,3.522,1.34,10.76,20.45,5.92,23.98,2.1488,73.91,1.5,0.02,2.629,124.75
VIRTUAL_0576,虚拟,VIRTUAL_0576_design,design,4.056,0.864,4.4,21.63,16.43,21.59,4.2266,97.67,8.02,0.082,4.692,59.82
VIRTUAL_0577,虚拟,VIRTUAL_0577_design,design,8.078,1.76,12.2,4.02,23.74,6.72,6.5398,32.76,20.56,0.628,4.589,494.12
VIRTUAL_0578,虚拟,VIRTUAL_0578_design,design,4.119,1.414,6.34,16.35,6.48,1.94,4.0988,30.13,0.0,0.0,2.913,162.61
VIRTUAL_0579,虚拟,VIRTUAL_0579_design,design,4.901,0.819,5.1,8.83,2.38,17.58,1.3632,88.46,0.0,0.0,5.981,64.96
VIRTUAL_0580,虚拟,VIRTUAL_0580_design,design,1.772,0.601,9.37,9.25,17.83,12.44,0.8459,50.56,0.32,0.006,2.949,12.63
VIRTUAL_0581,虚拟,VIRTUAL_0581_design,design,7.01,2.221,0.73,8.13,24.5,12.74,4.1143,50.29,123.98,2.465,3.156,682.79
VIRTUAL_0582,虚拟,VIRTUAL_0582_design,design,7.257,2.05,11.21,19.02,11.97,14.36,10.0,38.73,34.64,0.894,3.541,601.75
VIRTUAL_0583,虚拟,VIRTUAL_0583_design,design,7.063,0.897,12.11,10.6,2.65,16.58,6.2836,41.83,0.0,0.0,7.872,112.21
VIRTUAL_0584,虚拟,VIRTUAL_0584_design,design,8.814,1.314,11.61,12.29,2.31,29.16,7.2933,51.36,0.0,0.0,6.71,300.22
VIRTUAL_0585,虚拟,VIRTUAL_0585_design,design,3.122,0.898,12.04,6.74,5.62,4.05,1.4147,29.93,0.0,0.0,3.475,49.72
VIRTUAL_0586,虚拟,VIRTUAL_0586_design,design,7.866,1.831,3.34,3.7,8.99,28.21,3.0016,34.43,66.27,1.924,4.297,520.31
VIRTUAL_0587,虚拟,VIRTUAL_0587_design,design,5.007,0.859,12.5,10.15,18.03,29.51,10.0,5.21,13.34,2.561,5.825,73.01
VIRTUAL_0588,虚拟,VIRTUAL_0588_design,design,7.288,1.369,2.74,0.91,1.52,23.28,0.7414,13.62,0.0,0.0,5.324,269.6
VIRTUAL_0589,虚拟,VIRTUAL_0589_design,design,4.837,1.656,6.11,0.64,19.8,0.51,0.2104,76.24,0.0,0.0,2.921,261.81
VIRTUAL_0590,虚拟,VIRTUAL_0590_design,design,8.965,1.807,7.59,10.52,10.34,26.65,6.4165,89.41,44.03,0.492,4.961,577.82
VIRTUAL_0591,虚拟,VIRTUAL_0591_design,design,6.266,2.827,13.48,11.22,11.87,8.51,2.8524,95.9,7.19,0.075,2.217,988.18
VIRTUAL_0592,虚拟,VIRTUAL_0592_design,design,5.924,1.262,4.05,8.94,24.97,1.84,5.2919,57.94,0.0,0.0,4.694,186.25
VIRTUAL_0593,虚拟,VIRTUAL_0593_design,design,1.101,0.178,6.27,11.25,7.21,9.63,1.7351,8.88,0.0,0.0,6.18,0.69
VIRTUAL_0594,虚拟,VIRTUAL_0594_design,design,9.676,2.888,4.82,12.58,22.83,0.38,9.2768,81.11,0.0,0.0,3.351,1592.53
VIRTUAL_0595,虚拟,VIRTUAL_0595_design,design,9.499,1.137,2.43,21.14,13.9,0.62,10.0,25.91,0.0,0.0,8.354,242.46
VIRTUAL_0596,虚拟,VIRTUAL_0596_design,design,4.664,1.759,10.32,21.9,7.9,16.24,4.7596,53.43,5.2,0.097,2.651,284.97
VIRTUAL_0597,虚拟,VIRTUAL_0597_design,design,1.941,0.953,11.98,10.99,15.48,6.97,0.8452,54.47,0.62,0.011,2.037,34.79
VIRTUAL_0598,虚拟,VIRTUAL_0598_design,design,5.297,2.628,8.64,8.19,19.53,5.28,3.4306,38.57,7.84,0.203,2.016,722.12
VIRTUAL_0599,虚拟,VIRTUAL_0599_design,design,4.489,1.852,6.88,17.48,14.84,10.39,3.1738,81.04,6.2,0.076,2.423,304.04
VIRTUAL_0600,虚拟,VIRTUAL_0600_design,design,2.477,0.747,3.8,0.25,16.56,15.43,0.0462,44.66,3.48,0.078,3.313,27.31
VIRTUAL_0601,虚拟,VIRTUAL_0601_design,design,5.841,2.601,2.12,12.54,21.83,17.58,3.4325,71.86,121.54,1.691,2.245,780.11
VIRTUAL_0602,虚拟,VIRTUAL_0602_design,design,1.197,0.339,5.64,19.08,6.86,29.01,0.4299,95.82,0.09,0.001,3.532,2.71
VIRTUAL_0603,虚拟,VIRTUAL_0603_design,design,3.676,1.684,13.54,9.78,8.7,15.88,1.3132,68.84,3.58,0.052,2.182,205.89
VIRTUAL_0604,虚拟,VIRTUAL_0604_design,design,7.444,0.861,0.88,8.53,9.48,9.61,5.9355,49.2,0.89,0.018,8.647,108.9
VIRTUAL_0605,虚拟,VIRTUAL_0605_design,design,2.165,0.484,13.65,9.07,11.67,17.38,0.7848,98.34,0.36,0.004,4.469,10.03
VIRTUAL_0606,虚拟,VIRTUAL_0606_design,design,6.908,2.344,8.58,1.99,17.24,2.11,1.1675,59.7,0.0,0.0,2.947,749.35
VIRTUAL_0607,虚拟,VIRTUAL_0607_design,design,7.474,1.223,11.81,0.72,21.25,13.92,1.7509,21.92,13.52,0.617,6.113,220.53
VIRTUAL_0608,虚拟,VIRTUAL_0608_design,design,9.547,1.103,2.95,7.68,15.89,16.44,10.0,12.74,14.61,1.147,8.653,229.41
VIRTUAL_0609,虚拟,VIRTUAL_0609_design,design,2.616,0.485,5.87,15.5,6.22,11.13,2.4052,39.21,0.11,0.003,5.393,12.15
VIRTUAL_0610,虚拟,VIRTUAL_0610_design,design,9.56,2.591,3.53,1.54,8.61,8.15,1.213,50.69,10.39,0.205,3.689,1267.35
VIRTUAL_0611,虚拟,VIRTUAL_0611_design,design,8.626,2.668,5.16,15.13,8.51,2.01,6.8485,70.22,0.0,0.0,3.233,1212.36
